Symbol,Name,Market Cap,Country,IPO Year,Sector,Industry
CIVI,Civitas Resources Inc. Common Stock,7415531074.0,United States,2017.0,Energy,Oil & Gas Production
CIX,CompX International Inc. Common Stock,227435092.0,United States,1998.0,Consumer Discretionary,Industrial Machinery/Components
CIZN,Citizens Holding Company Common Stock,57063010.0,United States,,Finance,Major Banks
CJET,Chijet Motor Company Inc. Ordinary Shares,420142233.0,Cayman Islands,,Consumer Discretionary,Auto Manufacturing
CJJD,China Jo-Jo Drugstores Inc. (Cayman Islands) Ordinary Shares,10233364.0,China,,Consumer Staples,Retail-Drug Stores and Proprietary Stores
CKPT,Checkpoint Therapeutics Inc. Common Stock,41675426.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CKX,CKX Lands Inc. Common Stock,24680338.0,United States,2003.0,Energy,Oil & Gas Production
CL,Colgate-Palmolive Company Common Stock,60303013583.0,United States,,Consumer Discretionary,Package Goods/Cosmetics
CLAR,Clarus Corporation Common Stock,206836994.0,United States,,Consumer Discretionary,Recreational Games/Products/Toys
CLAY,Chavant Capital Acquisition Corp. Ordinary Shares,0.0,United States,2021.0,Finance,Blank Checks
CLB,Core Laboratories Inc. Common Stock,1123445743.0,Netherlands,2023.0,Energy,Oilfield Services/Equipment
CLBK,Columbia Financial Inc. Common Stock,1695442769.0,United States,2018.0,Finance,Savings Institutions
CLBT,Cellebrite DI Ltd. Ordinary Shares,1406635250.0,Israel,,Technology,Computer Software: Prepackaged Software
CLBTW,Cellebrite DI Ltd. Warrants,206371334.0,Israel,,Technology,Computer Software: Prepackaged Software
CLCO,Cool Company Ltd. Common Shares,716761500.0,,2023.0,,
CLDI,Calidi Biotherapeutics Inc. Common Stock,0.0,,2021.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,478314700.0,United States,2010.0,Real Estate,Real Estate Investment Trusts
CLDT^A,Chatham Lodging Trust (REIT) 6.625% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,,
CLDX,Celldex Therapeutics Inc.,1137803856.0,United States,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLEU,China Liberal Education Holdings Limited Ordinary Shares,7268000.0,China,2020.0,Real Estate,Other Consumer Services
CLF,Cleveland-Cliffs Inc. Common Stock,7497974464.0,United States,,Basic Materials,Metal Mining
CLFD,Clearfield Inc. Common Stock,405964119.0,United States,,Utilities,Telecommunications Equipment
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,54142815.0,Israel,,Health Care,Industrial Specialties
CLH,Clean Harbors Inc. Common Stock,8627997951.0,United States,,Industrials,Environmental Services
CLIN,Clean Earth Acquisitions Corp. Class A Common Stock,0.0,United States,2022.0,Utilities,Power Generation
CLINR,Clean Earth Acquisitions Corp. Right,0.0,United States,2022.0,Utilities,Power Generation
CLINU,Clean Earth Acquisitions Corp. Unit,0.0,United States,2022.0,Utilities,Power Generation
CLINW,Clean Earth Acquisitions Corp. Warrant,0.0,United States,2022.0,Utilities,Power Generation
CLIR,ClearSign Technologies Corporation Common Stock (DE),37790844.0,United States,2012.0,Industrials,Industrial Machinery/Components
CLLS,Cellectis S.A. American Depositary Shares,59378758.0,France,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
CLM,Cornerstone Strategic Value Fund Inc. New Common Stock,0.0,United States,2003.0,Finance,Finance/Investors Services
CLMB,Climb Global Solutions Inc. Common Stock,203293828.0,United States,,Technology,Retail: Computer Software & Peripheral Equipment
CLMT,Calumet Specialty Products Partners L.P. Common Units,1364887532.0,United States,2006.0,Energy,Oil & Gas Production
CLNE,Clean Energy Fuels Corp. Common Stock,881833769.0,United States,2007.0,Utilities,Natural Gas Distribution
CLNN,Clene Inc. Common Stock,62931161.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CLNNW,Clene Inc. Warrant,8988331.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CLOE,Clover Leaf Capital Corp. Class A Common Stock,136275000.0,United States,2021.0,Finance,Blank Checks
CLOER,Clover Leaf Capital Corp. Rights,89816.0,United States,2021.0,Finance,Blank Checks
CLOV,Clover Health Investments Corp. Class A Common Stock,469588510.0,United States,,Health Care,Medical Specialities
CLPR,Clipper Realty Inc. Common Stock,81962621.0,United States,2017.0,Real Estate,Real Estate Investment Trusts
CLPS,CLPS Incorporation Common Stock,22443774.0,China,2018.0,Technology,Computer Software: Prepackaged Software
CLPT,ClearPoint Neuro Inc. Common Stock,120473355.0,United States,,Health Care,Medical/Dental Instruments
CLRB,Cellectar Biosciences Inc.  Common Stock,25325318.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CLRC,ClimateRock Class A Ordinary Shares,0.0,United Kingdom,2022.0,Finance,Blank Checks
CLRCR,ClimateRock Right,0.0,United Kingdom,2022.0,Finance,Blank Checks
CLRO,ClearOne Inc. (DE) Common Stock,17224110.0,United States,,Technology,Radio And Television Broadcasting And Communications Equipment
CLS,Celestica Inc. Common Stock,3142941480.0,Canada,1998.0,Technology,Electrical Products
CLSD,Clearside Biomedical Inc. Common Stock,52105615.0,United States,2016.0,Health Care,Biotechnology: Pharmaceutical Preparations
CLSK,CleanSpark Inc. Common Stock,605994012.0,United States,,Finance,Finance: Consumer Services
CLST,Catalyst Bancorp Inc. Common Stock,55450722.0,United States,2021.0,,
CLVR,Clever Leaves Holdings Inc. Common Shares,4313543.0,Colombia,,Health Care,Pharmaceuticals and Biotechnology
CLVRW,Clever Leaves Holdings Inc. Warrant,23321.0,Colombia,,Health Care,Pharmaceuticals and Biotechnology
CLVT,Clarivate Plc Ordinary Shares,4578106299.0,United Kingdom,2019.0,Technology,EDP Services
CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares,,United Kingdom,,,
CLW,Clearwater Paper Corporation Common Stock,615524395.0,United States,,Basic Materials,Paper
CLWT,Euro Tech Holdings Company Limited Common Stock,10576400.0,Hong Kong,1997.0,Consumer Discretionary,Professional and commerical equipment
CLX,Clorox Company (The) Common Stock,15432433508.0,United States,,Consumer Discretionary,Specialty Chemicals
CM,Canadian Imperial Bank of Commerce Common Stock,34216976613.0,Canada,,Finance,Commercial Banks
CMA,Comerica Incorporated Common Stock,5578100219.0,United States,,Finance,Major Banks
CMAX,CareMax Inc. Class A Common Stock,252175124.0,United States,2020.0,Technology,Computer Software: Prepackaged Software
CMAXW,CareMax Inc. Warrant,21664645.0,United States,2020.0,Technology,Computer Software: Prepackaged Software
CMBM,Cambium Networks Corporation Ordinary Shares,133547152.0,Cayman Islands,2019.0,Technology,Radio And Television Broadcasting And Communications Equipment
CMC,Commercial Metals Company Common Stock,4949764813.0,United States,,Industrials,Steel/Iron Ore
CMCA,Capitalworks Emerging Markets Acquisition Corp Class A Ordinary Shares,0.0,United States,2022.0,Finance,Blank Checks
CMCAW,Capitalworks Emerging Markets Acquisition Corp Warrant,0.0,United States,2022.0,Finance,Blank Checks
CMCL,Caledonia Mining Corporation Plc Common Shares,216847000.0,Canada,,Basic Materials,Precious Metals
CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,50771719.0,China,2022.0,Technology,Computer Software: Prepackaged Software
CMCO,Columbus McKinnon Corporation Common Stock,956525351.0,United States,1996.0,Industrials,Construction/Ag Equipment/Trucks
CMCSA,Comcast Corporation Class A Common Stock,178762635262.0,United States,,Telecommunications,Cable & Other Pay Television Services
CMCT,Creative Media & Community Trust Corporation Common stock,91914877.0,United States,,Real Estate,Real Estate Investment Trusts
CME,CME Group Inc. Class A Common Stock,77384253474.0,United States,2002.0,Finance,Investment Bankers/Brokers/Service
CMG,Chipotle Mexican Grill Inc. Common Stock,50910043092.0,United States,2006.0,Consumer Discretionary,Restaurants
CMI,Cummins Inc. Common Stock,31690188077.0,United States,,Industrials,Industrial Machinery/Components
CMLS,Cumulus Media Inc. Class A Common Stock,85460408.0,United States,,Consumer Discretionary,Broadcasting
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,9057531.0,Israel,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
CMND,Clearmind Medicine Inc. Common Shares,2095162.0,Canada,,Health Care,Biotechnology: Pharmaceutical Preparations
CMP,Compass Minerals Intl Inc Common Stock,1127938193.0,United States,2003.0,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMPO,CompoSecure Inc. Class A Common Stock,492983519.0,United States,2020.0,Finance,Finance: Consumer Services
CMPOW,CompoSecure Inc. Warrant,51352450.0,United States,2020.0,Finance,Finance: Consumer Services
CMPR,Cimpress plc Ordinary Shares (Ireland),1655293463.0,Netherlands,2005.0,Consumer Discretionary,Publishing
CMPS,COMPASS Pathways Plc American Depository Shares,272817646.0,United Kingdom,2020.0,Health Care,Biotechnology: Pharmaceutical Preparations
CMPX,Compass Therapeutics Inc. Common Stock,248545725.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CMRA,Comera Life Sciences Holdings Inc. Common Stock,7582089.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMRAW,Comera Life Sciences Holdings Inc. Warrant,532649.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CMRE,Costamare Inc. Common Stock $0.0001 par value,1119546250.0,Greece,2010.0,Consumer Discretionary,Marine Transportation
CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),,Greece,,,
CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),,Greece,,,
CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,,Greece,,,
CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,,Greece,,,
CMRX,Chimerix Inc. Common Stock,86873904.0,United States,2013.0,Health Care,Biotechnology: Pharmaceutical Preparations
CMS,CMS Energy Corporation Common Stock,15642384153.0,United States,,Utilities,Power Generation
CMS^B,CMS Energy Corporation Preferred Stock,,United States,,,
CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,,United States,,,
CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,8087979121.0,United States,2018.0,Utilities,Power Generation
CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,8166904568.0,United States,2018.0,Utilities,Power Generation
CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,8249588369.0,United States,2019.0,Utilities,Power Generation
CMT,Core Molding Technologies Inc Common Stock,245912757.0,United States,1996.0,Industrials,Plastic Products
CMTG,Claros Mortgage Trust Inc. Common Stock,1540235112.0,United States,2021.0,Real Estate,Real Estate Investment Trusts
CMTL,Comtech Telecommunications Corp. Common Stock,304480166.0,United States,,Technology,Radio And Television Broadcasting And Communications Equipment
CMU,MFS Municipal Income Trust Common Stock,81576904.0,United States,1987.0,Finance,Investment Managers
CNA,CNA Financial Corporation Common Stock,11005112374.0,United States,,Finance,Property-Casualty Insurers
CNC,Centene Corporation Common Stock,38905277862.0,United States,,Health Care,Medical Specialities
CNDA,Concord Acquisition Corp II Class A Common Stock,0.0,,2021.0,Finance,Blank Checks
CNDB,Concord Acquisition Corp III Class A Common Stock,0.0,,2021.0,Finance,Blank Checks
CNDT,Conduent Incorporated Common Stock ,707667100.0,United States,,Consumer Discretionary,Business Services
CNET,ZW Data Action Technologies Inc. Common Stock,5827004.0,China,,Consumer Discretionary,Advertising
CNEY,CN Energy Group Inc. Class A Ordinary Shares,4541137.0,China,2021.0,Industrials,Major Chemicals
CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,222206205.0,,2018.0,Finance,Finance: Consumer Services
CNFR,Conifer Holdings Inc. Common Stock,16500889.0,United States,2015.0,Finance,Property-Casualty Insurers
CNFRZ,Conifer Holdings Inc. 9.75% Senior Unsecured Notes due 2028,146674572.0,United States,,,
CNGL,Canna-Global Acquisition Corp. Class A Common Stock,0.0,United States,2022.0,Finance,Blank Checks
CNGLU,Canna-Global Acquisition Corp Unit,0.0,United States,2021.0,Finance,Blank Checks
CNGLW,Canna-Global Acquisition Corp Warrant,0.0,United States,2022.0,Finance,Blank Checks
CNHI,CNH Industrial N.V. Common Shares,15405111123.0,United Kingdom,2013.0,Industrials,Construction/Ag Equipment/Trucks
CNI,Canadian National Railway Company Common Stock,69952400000.0,Canada,,,
CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,2026415609.0,United States,2007.0,Consumer Discretionary,Movies/Entertainment
CNM,Core & Main Inc. Class A Common Stock,6818327373.0,United States,2021.0,Consumer Discretionary,Durable Goods
CNMD,CONMED Corporation Common Stock,2891688377.0,United States,1987.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNE,Cannae Holdings Inc. Common Stock,1325830558.0,United States,2017.0,Consumer Discretionary,Restaurants
CNO,CNO Financial Group Inc. Common Stock,2691581680.0,United States,,Finance,Life Insurance
CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,,United States,,,
CNOB,ConnectOne Bancorp Inc. Common Stock,683169193.0,United States,,Finance,Major Banks
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,645204532.0,United States,,Finance,Major Banks
CNP,CenterPoint Energy Inc (Holding Co) Common Stock,17452295361.0,United States,,Utilities,Electric Utilities: Central
CNQ,Canadian Natural Resources Limited Common Stock,72744516000.0,Canada,,Energy,Oil & Gas Production
CNS,Cohen & Steers Inc Common Stock,2626481407.0,United States,2004.0,Finance,Investment Managers
CNSL,Consolidated Communications Holdings Inc. Common Stock,478686205.0,United States,2005.0,Telecommunications,Telecommunications Equipment
CNSP,CNS Pharmaceuticals Inc. Common Stock,7420608.0,United States,2019.0,Health Care,Biotechnology: Pharmaceutical Preparations
CNTA,Centessa Pharmaceuticals plc American Depositary Shares,634093172.0,United Kingdom,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
CNTB,Connect Biopharma Holdings Limited American Depositary Shares,61095784.0,China,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
CNTG,Centogene N.V. Common Shares,28428000.0,Germany,2019.0,Health Care,Medical Specialities
CNTX,Context Therapeutics Inc. Common Stock,19781940.0,United States,2021.0,Health Care,Biotechnology: Pharmaceutical Preparations
CNTY,Century Casinos Inc. Common Stock,141967477.0,United States,,Consumer Discretionary,Hotels/Resorts
CNVS,Cineverse Corp. Class A Common Stock,14005287.0,United States,,Consumer Discretionary,Consumer Electronics/Video Chains
CNX,CNX Resources Corporation Common Stock,3766977004.0,United States,1999.0,Energy,Oil & Gas Production
CNXA,Connexa Sports Technologies Inc. Common Stock,880784.0,United States,,Consumer Discretionary,Recreational Games/Products/Toys
CNXC,Concentrix Corporation Common Stock,5308787869.0,United States,,Technology,Computer Software: Prepackaged Software
CNXN,PC Connection Inc. Common Stock,1420229447.0,United States,,Consumer Discretionary,Catalog/Specialty Distribution
COCH,Envoy Medical Inc. Class A Common Stock,27038865.0,United States,2021.0,Finance,Blank Checks
COCO,The Vita Coco Company Inc. Common Stock,1417664533.0,United States,2021.0,Consumer Staples,Beverages (Production/Distribution)
COCP,Cocrystal Pharma Inc. Common Stock,18516298.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CODA,Coda Octopus Group Inc. Common stock,73932672.0,United States,,Industrials,Industrial Machinery/Components
CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,1277590658.0,United States,2006.0,Consumer Discretionary,Home Furnishings
CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,,United States,,,
CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,,United States,,,
CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,,United States,,,
CODX,Co-Diagnostics Inc. Common Stock,32944092.0,United States,2017.0,Health Care,Medical/Dental Instruments
COE,51Talk Online Education Group American depositary shares each representing 60 Class A ordinary shares,44704344.0,China,2016.0,Real Estate,Other Consumer Services
COEP,Coeptis Therapeutics Holdings Inc. Common Stock,31677705.0,United States,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,588300.0,United States,2020.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COF,Capital One Financial Corporation Common Stock,35828795305.0,United States,1994.0,Finance,Major Banks
COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,,United States,,,
COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,,United States,,,
COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,,United States,,,
COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,,United States,,,
COF^N,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N,,United States,,,
COFS,ChoiceOne Financial Services Inc. Common Stock,126262220.0,United States,,Finance,Major Banks
COGT,Cogent Biosciences Inc. Common Stock,782861681.0,United States,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
COHN,Cohen & Company Inc.,11638589.0,United States,,Finance,Investment Bankers/Brokers/Service
COHR,Coherent Corp. Common Stock,4448938706.0,United States,,Technology,Electronic Components
COHU,Cohu Inc. Common Stock,1623594045.0,United States,,Industrials,Electrical Products
COIN,Coinbase Global Inc. Class A Common Stock,17584246730.0,United States,,Finance,Finance: Consumer Services
COKE,Coca-Cola Consolidated Inc. Common Stock,5930826767.0,United States,1972.0,Consumer Staples,Beverages (Production/Distribution)
COLB,Columbia Banking System Inc. Common Stock,4329930389.0,United States,1992.0,Finance,Major Banks
COLD,Americold Realty Trust Inc. Common Stock,7415795855.0,United States,2018.0,Real Estate,Real Estate Investment Trusts
COLL,Collegium Pharmaceutical Inc. Common Stock,734277944.0,United States,2015.0,Health Care,Biotechnology: Pharmaceutical Preparations
COLM,Columbia Sportswear Company Common Stock,4524639489.0,United States,1998.0,Consumer Discretionary,Apparel
COMM,CommScope Holding Company Inc. Common Stock,508606562.0,United States,2013.0,Technology,Radio And Television Broadcasting And Communications Equipment
COMP,Compass Inc. Class A Common Stock,995062576.0,United States,2021.0,Technology,EDP Services
COMS,COMSovereign Holding Corp. Common Stock,2577838.0,United States,,Consumer Discretionary,Telecommunications Equipment
COMSP,COMSovereign Holding Corp. 9.25% Series A Cumulative Redeemable Perpetual Preferred Stock,502400.0,United States,,Consumer Discretionary,Telecommunications Equipment
COMSW,COMSovereign Holding Corp. Warrants,19000.0,United States,,Consumer Discretionary,Telecommunications Equipment
CONN,Conn's Inc. Common Stock,79346486.0,United States,2003.0,Consumer Discretionary,Consumer Electronics/Video Chains
CONX,CONX Corp. Class A Common Stock,0.0,United States,2020.0,Finance,Blank Checks
CONXU,CONX Corp. Unit,0.0,United States,2020.0,Finance,Blank Checks
CONXW,CONX Corp. Warrant,0.0,United States,2020.0,Finance,Blank Checks
COO,The Cooper Companies Inc. Common Stock,16153786921.0,United States,,Health Care,Ophthalmic Goods
COOK,Traeger Inc. Common Stock,340912520.0,United States,2021.0,Consumer Discretionary,Wholesale Distributors
COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,0.0,United States,2021.0,Finance,Blank Checks
COOLU,Corner Growth Acquisition Corp. Unit,0.0,United States,2020.0,Finance,Blank Checks
COOLW,Corner Growth Acquisition Corp. Warrant,0.0,United States,2021.0,Finance,Blank Checks
COOP,Mr. Cooper Group Inc. Common Stock,3609821484.0,United States,,Finance,Finance: Consumer Services
COP,ConocoPhillips Common Stock,151710093362.0,United States,,Energy,Integrated oil Companies
COR,Cencora Inc. Common Stock,38126134344.0,United States,,Health Care,Other Pharmaceuticals
CORR,CorEnergy Infrastructure Trust Inc. Common Stock,11787632.0,United States,,Real Estate,Real Estate Investment Trusts
CORR^A,CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock,,United States,,,
CORT,Corcept Therapeutics Incorporated Common Stock,2852846579.0,United States,2004.0,Health Care,Biotechnology: Pharmaceutical Preparations
COSM,Cosmos Health Inc. Common Stock,12001357.0,United States,,Health Care,Other Pharmaceuticals
COST,Costco Wholesale Corporation Common Stock,251790990702.0,United States,,Consumer Discretionary,Department/Specialty Retail Stores
COTY,Coty Inc. Class A Common Stock,8259337124.0,United States,2013.0,Consumer Discretionary,Package Goods/Cosmetics
COUR,Coursera Inc. Common Stock,2719888959.0,United States,2021.0,Technology,Computer Software: Prepackaged Software
COYA,Coya Therapeutics Inc. Common Stock,49576429.0,United States,2022.0,Health Care,Biotechnology: Pharmaceutical Preparations
CP,Canadian Pacific Kansas City Limited Common Shares,66390192000.0,Canada,,Industrials,Railroads
CPA,Copa Holdings S.A. Class A Common Stock,2346467200.0,Panama,2005.0,Consumer Discretionary,Air Freight/Delivery Services
CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),421520219.0,Peru,,Industrials,Building Materials
CPB,Campbell Soup Company Common Stock,11855240304.0,United States,,Consumer Staples,Packaged Foods
CPE,Callon Petroleum Company Common Stock,2717437133.0,United States,,Energy,Oil & Gas Production
CPF,Central Pacific Financial Corp New,441584298.0,United States,,Finance,Major Banks
CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),4525452646.0,Canada,,Energy,Oil & Gas Production
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,98578203.0,United States,,Consumer Discretionary,Services-Misc. Amusement & Recreation
CPHI,China Pharma Holdings Inc. Common Stock,1418811.0,China,,Health Care,Biotechnology: Pharmaceutical Preparations
CPIX,Cumberland Pharmaceuticals Inc. Common Stock,29748413.0,United States,2009.0,Health Care,Biotechnology: Pharmaceutical Preparations
CPK,Chesapeake Utilities Corporation Common Stock,1622439893.0,United States,,Utilities,Oil & Gas Production
CPLP,Capital Product Partners L.P. Common Units,281500500.0,Greece,2007.0,Consumer Discretionary,Marine Transportation
CPNG,Coupang Inc. Class A Common Stock,31260109166.0,United States,2021.0,Consumer Discretionary,Durable Goods
CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,8177000.0,China,2021.0,Consumer Discretionary,Services-Misc. Amusement & Recreation
CPRI,Capri Holdings Limited Ordinary Shares,5940309316.0,Hong Kong,2011.0,Consumer Discretionary,Apparel
CPRT,Copart Inc. (DE) Common Stock,42937400140.0,United States,1994.0,Consumer Discretionary,Other Specialty Stores
CPRX,Catalyst Pharmaceuticals Inc. Common Stock,1388710677.0,United States,2006.0,Health Care,Biotechnology: Pharmaceutical Preparations
CPS,Cooper-Standard Holdings Inc. Common Stock,202586303.0,United States,,Consumer Discretionary,Auto Parts:O.E.M.
CPSH,CPS Technologies Corp. Common Stock,38036249.0,United States,,Consumer Discretionary,Building Materials
CPSI,Computer Programs and Systems Inc. Common Stock,201686063.0,United States,2002.0,Technology,EDP Services
CPSS,Consumer Portfolio Services Inc. Common Stock,191010335.0,United States,1992.0,Finance,Finance: Consumer Services
CPT,Camden Property Trust Common Stock,10145336426.0,United States,1993.0,Real Estate,Real Estate Investment Trusts
CPTK,Crown PropTech Acquisitions Class A Ordinary Shares,0.0,,2021.0,Industrials,Wholesale Distributors
CPTN,Cepton Inc. Common Stock,58866839.0,United States,2021.0,Industrials,Industrial Machinery/Components
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,275816620.0,United States,2019.0,Finance,Trusts Except Educational Religious and Charitable
CQP,Cheniere Energy Partners LP Common Units,26636507849.0,United States,2007.0,Utilities,Oil/Gas Transmission
CR,Crane Company Common Stock,4802805367.0,United States,2023.0,Industrials,Metal Fabrications
CRAI,CRA International Inc. Common Stock,688198666.0,United States,1998.0,Consumer Discretionary,Other Consumer Services
CRBG,Corebridge Financial Inc. Common Stock,13695339077.0,United States,2022.0,Finance,Life Insurance
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,26984466.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CRBU,Caribou Biosciences Inc. Common Stock,346959170.0,United States,2021.0,Health Care, Medicinal Chemicals and Botanical Products 
CRC,California Resources Corporation Common Stock,3810852277.0,United States,2020.0,Energy,Oil & Gas Production
CRCT,Cricut Inc. Class A Common Stock,1769634165.0,United States,2021.0,Industrials,Wholesale Distributors
CRD/A,Crawford & Company,,United States,,,
CRD/B,Crawford & Company,,United States,,,
CRDF,Cardiff Oncology Inc. Common Stock,49591658.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,46813101.0,Canada,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,2210673440.0,United States,2022.0,Technology,Semiconductors
CREG,Smart Powerr Corp. Common Stock,10124408.0,China,,Consumer Discretionary,Business Services
CRESW,Cresud S.A.C.I.F. y A. Warrant,402739859.0,Argentina,,Finance,Real Estate
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,471006593.0,Argentina,1997.0,Finance,Real Estate
CREX,Creative Realities Inc. Common Stock,10076277.0,United States,,Technology,EDP Services
CREXW,Creative Realities Inc. Warrant,31118.0,United States,,Technology,EDP Services
CRF,Cornerstone Total Return Fund Inc. (The) Common Stock,0.0,United States,2003.0,Finance,Finance/Investors Services
CRGE,Charge Enterprises Inc. Common Stock,87928679.0,United States,,Consumer Discretionary,Telecommunications Equipment
CRGO,Freightos Limited Ordinary shares,105027416.0,Israel,,Finance,Blank Checks
CRGOW,Freightos Limited Warrants,2372000.0,Israel,,Finance,Blank Checks
CRGY,Crescent Energy Company Class A Common Stock,2056322854.0,United States,2021.0,Energy,Oil & Gas Production
CRH,CRH PLC Ordinary Shares,38755582546.0,Ireland,,Industrials,Building Materials
CRI,Carter's Inc. Common Stock,2521828509.0,United States,2003.0,Consumer Discretionary,Apparel
CRIS,Curis Inc. Common Stock,27889507.0,United States,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CRK,Comstock Resources Inc. Common Stock,3617461786.0,United States,,Energy,Oil & Gas Production
CRKN,Crown Electrokinetics Corp. Common Stock,1022981.0,United States,,Technology,Industrial Machinery/Components
CRL,Charles River Laboratories International Inc. Common Stock,9530319839.0,United States,2000.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CRM,Salesforce Inc. Common Stock,203162400000.0,United States,2004.0,Technology,Computer Software: Prepackaged Software
CRMD,CorMedix Inc. Common Stock,177021364.0,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
CRMT,America's Car-Mart Inc Common Stock,480882871.0,United States,,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CRNC,Cerence Inc. Common Stock,683446786.0,United States,,Technology,Computer Software: Prepackaged Software
CRNT,Ceragon Networks Ltd. Ordinary Shares,134976000.0,Israel,,Technology,Radio And Television Broadcasting And Communications Equipment
CRNX,Crinetics Pharmaceuticals Inc. Common Stock,1531770266.0,United States,2018.0,Health Care,Biotechnology: Pharmaceutical Preparations
CRON,Cronos Group Inc. Common Share,682149949.0,Canada,,Health Care, Medicinal Chemicals and Botanical Products 
